label,n,base_rate,roc_auc,gini,pr_auc,pr_auc_baseline,ks,brier,ece,calibration_slope,calibration_intercept,accuracy_at_0p5,accuracy_majority_baseline,precision_at_1pct,recall_at_1pct,precision_at_5pct,recall_at_5pct,precision_at_10pct,recall_at_10pct
lightgbm,6516.0,0.17050337630448129,0.8378955379349221,0.6757910758698442,0.573600235755738,0.17050337630448129,0.5238184132936883,0.10415441971244449,0.025508214396809288,1.0346681440861365,0.3047064533351582,0.8569674647022714,0.8294966236955187,0.9076923076923077,0.05310531053105311,0.7638036809815951,0.22412241224122412,0.656441717791411,0.3852385238523852
logistic_l2,6516.0,0.17050337630448129,0.8321204738420189,0.6642409476840379,0.5645689143908131,0.17050337630448129,0.5039423276277674,0.10585043938528,0.02887044090046469,1.0623418139656449,0.36924696535850493,0.8552793124616329,0.8294966236955187,0.8923076923076924,0.052205220522052204,0.754601226993865,0.22142214221422143,0.6411042944785276,0.37623762376237624
scorecard_woe_lr,6516.0,0.17050337630448129,0.8148460729514209,0.6296921459028417,0.5155823731530026,0.17050337630448129,0.4846742398569182,0.1112321893955146,0.030295962463237326,1.0167845630693961,0.31782762631504313,0.8499079189686924,0.8294966236955187,0.8461538461538461,0.04950495049504951,0.6932515337423313,0.20342034203420342,0.6088957055214724,0.35733573357335735
